order_id,customer_id,store_id,payment_id,order_date
931,37,5,931,2025-01-20
932,341,3,932,2026-08-13
933,121,5,933,2026-07-15
934,31,2,934,2025-01-30
935,223,7,935,2025-01-04
936,166,8,936,2025-01-15
937,123,8,937,2025-06-12
938,201,4,938,2025-11-20
939,171,1,939,2024-10-03
940,3,4,940,2024-10-12
941,9,5,941,2026-05-08
942,60,4,942,2025-10-04
943,392,5,943,2025-07-14
944,393,8,944,2026-02-06
945,372,1,945,2026-05-29
946,354,4,946,2026-01-04
947,327,8,947,2026-04-24
948,293,6,948,2024-09-18
949,288,2,949,2026-05-01
950,151,1,950,2024-12-19
951,272,6,951,2024-11-16
952,52,6,952,2024-12-26
953,390,2,953,2026-08-31
954,302,1,954,2024-12-19
955,82,4,955,2024-11-23
956,374,3,956,2025-02-21
957,150,6,957,2025-01-18
958,354,3,958,2026-04-14
959,334,4,959,2024-12-23
960,371,2,960,2025-09-13
961,75,4,961,2025-10-04
962,224,1,962,2025-05-17
963,91,7,963,2024-09-15
964,69,1,964,2025-04-29
965,268,5,965,2026-08-08
966,55,4,966,2025-06-17
967,94,8,967,2026-02-24
968,175,1,968,2026-01-06
969,140,4,969,2026-06-06
970,117,7,970,2026-03-30
971,378,4,971,2025-04-12
972,144,8,972,2025-04-03
973,278,3,973,2026-07-06
974,285,3,974,2024-09-28
975,89,3,975,2025-04-28
976,152,8,976,2024-11-02
977,222,3,977,2026-08-06
978,273,3,978,2026-08-02
979,79,7,979,2024-12-21
980,347,6,980,2025-12-08
981,396,8,981,2024-12-03
982,274,2,982,2026-03-28
983,124,1,983,2026-02-03
984,106,3,984,2025-04-14
985,392,1,985,2024-09-28
986,323,1,986,2025-02-01
987,296,8,987,2025-06-22
988,2,5,988,2025-05-10
989,77,5,989,2026-02-06
990,21,8,990,2024-10-25
991,9,3,991,2025-01-07
992,130,2,992,2026-03-24
993,332,2,993,2024-11-19
994,268,5,994,2024-09-11
995,21,7,995,2025-06-26
996,207,4,996,2026-07-24
997,158,7,997,2025-06-14
998,266,3,998,2025-06-10
999,270,5,999,2026-04-25
1000,324,4,1000,2026-01-18
1001,18,2,1001,2024-11-25
1002,16,2,1002,2025-08-09
1003,7,4,1003,2026-08-06
1004,213,1,1004,2026-05-29
1005,310,2,1005,2025-01-05
1006,311,3,1006,2024-11-15
1007,375,5,1007,2025-01-12
1008,50,2,1008,2025-01-10
1009,185,7,1009,2025-10-13
1010,109,2,1010,2025-02-27
1011,288,3,1011,2026-05-30
1012,271,8,1012,2025-03-18
1013,192,2,1013,2024-10-25
1014,337,5,1014,2026-03-20
1015,396,5,1015,2026-04-07
1016,115,5,1016,2025-01-23
1017,214,1,1017,2026-06-20
1018,113,6,1018,2026-07-19
1019,282,3,1019,2025-03-03
1020,352,3,1020,2025-03-14
1021,301,5,1021,2026-02-04
1022,258,4,1022,2024-11-16
1023,299,8,1023,2026-06-20
1024,177,1,1024,2026-03-23
1025,88,4,1025,2025-08-20
1026,85,2,1026,2024-11-20
1027,122,6,1027,2025-01-14
1028,372,3,1028,2026-04-16
1029,23,2,1029,2025-11-16
1030,73,8,1030,2026-01-25
1031,252,3,1031,2024-12-14
1032,175,8,1032,2026-08-05
1033,164,7,1033,2024-09-30
1034,360,7,1034,2025-10-18
1035,193,3,1035,2024-11-26
1036,45,7,1036,2026-07-28
1037,268,3,1037,2024-11-14
1038,21,5,1038,2025-04-29
1039,369,5,1039,2026-02-02
1040,92,4,1040,2026-03-12
1041,33,8,1041,2026-01-20
1042,253,1,1042,2026-06-21
1043,340,6,1043,2025-10-05
1044,304,7,1044,2025-03-20
1045,114,4,1045,2026-03-14
1046,168,3,1046,2026-02-28
1047,259,2,1047,2026-03-28
1048,396,5,1048,2025-05-26
1049,39,2,1049,2026-01-06
1050,187,4,1050,2025-02-14
1051,244,2,1051,2025-05-02
1052,395,2,1052,2024-10-07
1053,63,8,1053,2026-03-29
1054,286,7,1054,2025-02-14
1055,217,6,1055,2025-07-22
1056,4,1,1056,2024-10-14
1057,3,6,1057,2025-08-15
1058,146,5,1058,2025-06-19
1059,4,3,1059,2025-09-11
1060,65,4,1060,2026-05-15
1061,85,8,1061,2024-10-15
1062,195,3,1062,2026-04-08
1063,284,4,1063,2024-12-14
1064,331,8,1064,2025-02-27
1065,80,4,1065,2025-10-27
1066,372,8,1066,2026-01-18
1067,134,5,1067,2026-04-15
1068,306,8,1068,2026-02-22
1069,23,5,1069,2026-03-22
1070,122,7,1070,2024-11-02
1071,331,2,1071,2026-04-10
1072,108,2,1072,2024-09-24
1073,59,3,1073,2024-11-17
1074,352,8,1074,2025-08-05
1075,196,7,1075,2024-12-17
1076,371,6,1076,2026-07-10
1077,341,5,1077,2026-02-16
1078,12,7,1078,2026-06-03
1079,77,5,1079,2025-09-20
1080,180,7,1080,2024-11-07
1081,188,7,1081,2025-07-12
1082,247,1,1082,2025-11-07
1083,307,1,1083,2025-11-28
1084,351,1,1084,2025-04-16
1085,89,4,1085,2025-05-16
1086,57,1,1086,2026-03-23
1087,63,1,1087,2025-04-01
1088,16,2,1088,2025-08-17
1089,53,4,1089,2024-10-26
1090,347,6,1090,2025-12-02
1091,33,4,1091,2025-01-20
1092,60,1,1092,2025-12-02
1093,367,5,1093,2026-04-11
1094,20,5,1094,2026-06-25
1095,351,2,1095,2025-06-12
1096,128,4,1096,2025-02-26
1097,229,1,1097,2024-11-08
1098,236,3,1098,2024-12-18
1099,280,2,1099,2025-04-29
1100,37,7,1100,2025-05-25
1101,192,8,1101,2024-09-12
1102,215,8,1102,2025-07-25
1103,346,5,1103,2025-02-17
1104,118,2,1104,2025-05-23
1105,399,8,1105,2026-04-18
1106,79,6,1106,2024-12-14
1107,209,5,1107,2026-03-10
1108,205,4,1108,2026-05-22
1109,228,2,1109,2025-11-10
1110,369,7,1110,2024-09-01
1111,49,7,1111,2025-08-07
1112,135,2,1112,2026-05-25
1113,380,8,1113,2024-11-06
1114,374,1,1114,2025-06-10
1115,54,4,1115,2025-08-01
1116,340,4,1116,2026-08-17
1117,161,1,1117,2024-12-23
1118,23,6,1118,2024-12-26
1119,211,3,1119,2024-12-12
1120,298,5,1120,2025-03-03
1121,168,7,1121,2025-05-27
1122,251,8,1122,2025-08-15
1123,260,1,1123,2025-11-10
1124,67,3,1124,2025-01-27
1125,118,1,1125,2024-09-10
1126,52,2,1126,2025-09-17
1127,243,7,1127,2026-01-06
1128,140,8,1128,2025-01-17
1129,28,4,1129,2026-02-24
1130,357,7,1130,2026-02-28
1131,356,4,1131,2026-01-29
1132,240,6,1132,2025-01-28
1133,230,5,1133,2026-03-05
1134,285,7,1134,2026-08-03
1135,32,2,1135,2026-05-15
1136,312,4,1136,2025-07-30
1137,203,8,1137,2025-12-30
1138,219,1,1138,2026-02-27
1139,263,5,1139,2026-03-06
1140,162,8,1140,2026-04-16
1141,130,7,1141,2025-04-27
1142,68,4,1142,2026-03-25
1143,53,3,1143,2024-12-25
1144,109,3,1144,2025-01-28
1145,2,1,1145,2024-11-04
1146,152,4,1146,2025-09-17
1147,333,4,1147,2026-06-19
1148,102,1,1148,2025-12-13
1149,302,7,1149,2025-11-23
1150,7,7,1150,2025-09-15
1151,278,6,1151,2024-12-12
1152,372,7,1152,2025-02-11
1153,339,8,1153,2026-05-23
1154,12,4,1154,2025-01-08
1155,324,3,1155,2025-09-25
1156,185,6,1156,2026-02-05
1157,71,8,1157,2025-07-01
1158,73,8,1158,2025-08-09
1159,24,6,1159,2025-11-20
1160,188,8,1160,2024-09-01
1161,241,3,1161,2026-01-29
1162,47,3,1162,2025-06-05
1163,329,1,1163,2024-12-03
1164,226,1,1164,2026-04-07
1165,304,6,1165,2026-07-29
1166,294,5,1166,2026-03-30
1167,212,6,1167,2025-01-13
1168,320,3,1168,2025-12-30
1169,24,3,1169,2025-08-27
1170,78,7,1170,2026-02-25
1171,278,4,1171,2026-03-15
1172,71,1,1172,2025-08-05
1173,230,6,1173,2025-08-27
1174,393,6,1174,2024-12-19
1175,237,7,1175,2024-12-07
1176,138,2,1176,2026-07-31
1177,290,6,1177,2024-10-31
1178,110,3,1178,2025-08-22
1179,67,8,1179,2026-05-03
1180,342,2,1180,2024-10-20
1181,17,4,1181,2025-11-13
1182,385,4,1182,2025-09-18
1183,199,8,1183,2026-01-02
1184,349,3,1184,2025-04-12
1185,192,4,1185,2024-09-22
1186,195,6,1186,2025-05-20
1187,114,5,1187,2025-08-05
1188,216,1,1188,2025-08-31
1189,78,2,1189,2024-11-30
1190,279,8,1190,2025-07-29
1191,203,1,1191,2025-04-25
1192,40,5,1192,2025-12-18
1193,177,3,1193,2025-04-20
1194,269,2,1194,2026-02-17
1195,224,4,1195,2026-03-03
1196,265,1,1196,2026-08-27
1197,261,5,1197,2025-08-06
1198,71,3,1198,2026-01-02
1199,151,3,1199,2026-06-03
1200,143,5,1200,2026-01-12
1201,68,3,1201,2025-11-24
1202,389,3,1202,2026-01-29
1203,177,4,1203,2025-11-25
1204,46,7,1204,2026-08-01
1205,380,5,1205,2024-11-08
1206,29,6,1206,2025-03-08
1207,186,6,1207,2024-11-01
1208,155,7,1208,2025-02-19
1209,61,2,1209,2025-06-30
1210,264,1,1210,2026-03-01
1211,293,7,1211,2025-05-28
1212,96,6,1212,2026-07-15
1213,362,6,1213,2026-07-17
1214,233,7,1214,2026-04-24
1215,196,2,1215,2025-11-16
1216,358,1,1216,2026-04-10
1217,94,2,1217,2025-05-04
1218,147,1,1218,2026-07-16
1219,331,2,1219,2026-01-21
1220,108,6,1220,2026-07-06
1221,332,1,1221,2026-08-10
1222,209,4,1222,2025-03-19
1223,323,6,1223,2025-02-04
1224,96,6,1224,2025-12-19
1225,294,2,1225,2025-04-11
1226,14,3,1226,2026-04-13
1227,98,3,1227,2024-09-02
1228,18,8,1228,2024-09-26
1229,103,7,1229,2024-10-10
1230,284,4,1230,2026-03-26
1231,386,5,1231,2025-01-13
1232,83,1,1232,2026-06-12
1233,194,3,1233,2026-05-26
1234,326,8,1234,2025-05-09
1235,37,4,1235,2025-09-30
1236,198,2,1236,2025-07-19
1237,220,5,1237,2024-11-13
1238,95,1,1238,2026-01-02
1239,342,1,1239,2024-11-12
1240,38,3,1240,2025-11-11
1241,357,8,1241,2026-06-27
1242,263,6,1242,2025-03-06
1243,181,1,1243,2025-08-24
1244,216,8,1244,2025-06-06
1245,178,7,1245,2026-08-09
1246,379,7,1246,2025-06-06
1247,106,1,1247,2026-08-13
1248,315,5,1248,2026-02-20
1249,132,2,1249,2025-07-10
1250,133,5,1250,2026-04-16
1251,169,7,1251,2025-01-10
1252,155,6,1252,2025-03-17
1253,15,3,1253,2025-08-31
1254,171,7,1254,2025-08-31
1255,357,6,1255,2024-10-14
1256,94,4,1256,2025-08-10
1257,150,3,1257,2025-05-30
1258,231,7,1258,2026-01-30
1259,97,1,1259,2025-07-07
1260,313,5,1260,2025-11-07
1261,9,3,1261,2025-08-05
1262,344,7,1262,2025-12-12
1263,178,6,1263,2025-05-14
1264,41,3,1264,2025-04-25
1265,152,8,1265,2024-11-09
1266,244,8,1266,2025-07-26
1267,185,4,1267,2026-03-04
1268,33,3,1268,2025-02-07
1269,372,3,1269,2025-05-12
1270,40,3,1270,2024-12-12
1271,235,1,1271,2025-04-30
1272,249,5,1272,2026-08-12
1273,128,4,1273,2026-03-25
1274,58,7,1274,2025-02-28
1275,10,5,1275,2026-01-28
1276,351,6,1276,2024-11-13
1277,307,6,1277,2024-12-04
1278,43,3,1278,2026-05-13
1279,60,2,1279,2025-07-28
1280,341,7,1280,2025-04-27
1281,319,5,1281,2026-07-13
1282,14,6,1282,2024-12-09
1283,21,1,1283,2025-06-07
1284,262,2,1284,2026-08-30
1285,168,5,1285,2026-03-24
1286,199,3,1286,2026-04-07
1287,378,7,1287,2026-06-16
1288,338,3,1288,2024-12-24
1289,99,3,1289,2024-09-18
1290,315,8,1290,2025-02-05
1291,11,3,1291,2026-08-25
1292,277,6,1292,2025-03-18
1293,121,1,1293,2025-08-30
1294,257,7,1294,2026-07-22
1295,326,2,1295,2026-06-09
1296,340,3,1296,2025-03-25
1297,247,8,1297,2025-09-30
1298,335,5,1298,2025-05-12
1299,274,4,1299,2026-03-09
1300,375,3,1300,2026-08-20
1301,49,3,1301,2025-07-29
1302,304,3,1302,2025-08-18
1303,392,8,1303,2025-07-03
1304,203,8,1304,2024-09-23
1305,181,5,1305,2025-05-19
1306,274,1,1306,2025-05-30
1307,61,1,1307,2025-02-15
1308,309,1,1308,2024-09-19
1309,114,1,1309,2026-03-24
1310,122,1,1310,2025-01-31
1311,399,6,1311,2026-06-23
1312,134,4,1312,2025-11-23
1313,63,1,1313,2025-04-25
1314,206,6,1314,2025-02-16
1315,313,7,1315,2026-01-03
1316,332,5,1316,2025-11-25
1317,168,3,1317,2024-12-08
1318,306,1,1318,2024-09-04
1319,399,8,1319,2025-05-01
1320,139,4,1320,2026-05-26
1321,168,8,1321,2025-09-13
1322,327,1,1322,2025-09-07
1323,225,5,1323,2024-12-24
1324,149,4,1324,2024-10-08
1325,112,7,1325,2024-11-25
1326,244,4,1326,2024-09-10
1327,263,1,1327,2024-12-13
1328,84,7,1328,2026-04-26
1329,301,1,1329,2026-08-08
1330,117,1,1330,2026-02-27
1331,398,5,1331,2026-05-28
1332,380,2,1332,2026-04-30
1333,312,2,1333,2025-01-19
1334,106,7,1334,2026-01-22
1335,175,7,1335,2026-03-04
1336,276,2,1336,2025-06-09
1337,192,2,1337,2026-06-06
1338,345,7,1338,2024-09-21
1339,219,1,1339,2026-04-11
1340,354,6,1340,2026-02-04
1341,150,8,1341,2026-07-14
1342,291,3,1342,2025-09-01
1343,348,1,1343,2026-07-08
1344,194,5,1344,2025-05-21
1345,280,1,1345,2025-01-17
1346,217,3,1346,2026-02-04
1347,109,1,1347,2026-04-13
1348,139,6,1348,2025-08-26
1349,303,2,1349,2026-02-02
1350,114,4,1350,2025-04-08
1351,179,4,1351,2026-02-07
1352,88,4,1352,2024-11-27
1353,138,5,1353,2024-11-07
1354,354,5,1354,2024-12-12
1355,330,2,1355,2024-10-31
1356,382,7,1356,2025-05-20
1357,356,4,1357,2025-02-24
1358,157,7,1358,2026-02-21
1359,280,7,1359,2025-12-04
1360,239,8,1360,2026-05-13
1361,289,1,1361,2024-09-27
1362,88,3,1362,2024-12-05
1363,261,8,1363,2024-11-17
1364,254,2,1364,2026-04-07
1365,48,7,1365,2024-09-16
1366,229,8,1366,2025-03-04
1367,154,1,1367,2026-07-26
1368,57,6,1368,2026-03-04
1369,388,5,1369,2026-05-15
1370,160,8,1370,2025-05-24
1371,26,7,1371,2026-04-08
1372,211,6,1372,2025-06-08
1373,86,4,1373,2026-01-17
1374,207,8,1374,2025-05-04
1375,399,2,1375,2025-01-03
1376,386,3,1376,2025-04-29
1377,43,7,1377,2026-01-05
1378,126,8,1378,2024-11-24
1379,134,1,1379,2024-11-10
1380,229,6,1380,2025-09-20
1381,362,2,1381,2026-08-07
1382,393,5,1382,2024-09-02
1383,135,6,1383,2025-01-18
1384,82,4,1384,2025-08-19
1385,396,3,1385,2026-03-19
1386,178,1,1386,2025-06-21
1387,29,5,1387,2025-11-11
1388,74,8,1388,2024-11-28
1389,322,7,1389,2024-11-10
1390,367,6,1390,2024-09-12
1391,4,6,1391,2026-01-25
1392,384,3,1392,2025-12-14
1393,215,7,1393,2025-08-26
1394,139,5,1394,2025-12-29
1395,19,7,1395,2024-12-21
1396,372,7,1396,2025-09-23
1397,222,5,1397,2026-05-13
1398,52,8,1398,2025-03-20
1399,371,2,1399,2026-02-23
1400,23,3,1400,2024-12-03
1401,27,5,1401,2026-05-19
1402,358,4,1402,2024-12-17
1403,244,2,1403,2025-05-05
1404,169,6,1404,2024-09-10
1405,272,3,1405,2026-08-25
1406,228,1,1406,2025-12-27
1407,263,2,1407,2026-05-24
1408,252,2,1408,2026-03-03
1409,281,1,1409,2026-07-22
1410,197,7,1410,2026-03-19
1411,61,4,1411,2026-04-15
1412,393,5,1412,2025-02-08
1413,296,3,1413,2025-06-23
1414,39,1,1414,2025-07-21
1415,369,6,1415,2026-03-18
1416,300,7,1416,2025-01-04
1417,69,4,1417,2026-04-30
1418,223,6,1418,2025-06-14
1419,238,2,1419,2025-09-06
1420,117,1,1420,2025-03-10
1421,171,5,1421,2025-10-09
1422,24,8,1422,2024-11-09
1423,206,8,1423,2025-11-02
1424,202,4,1424,2025-02-28
1425,132,1,1425,2025-07-19
1426,207,3,1426,2025-12-11
1427,76,8,1427,2024-12-15
1428,62,8,1428,2024-12-19
1429,279,6,1429,2024-12-26
1430,92,3,1430,2024-10-01
1431,389,1,1431,2025-04-10
1432,212,8,1432,2025-03-07
1433,3,4,1433,2026-03-31
1434,253,3,1434,2026-03-08
1435,334,1,1435,2025-07-03
1436,156,6,1436,2025-03-30
1437,254,6,1437,2025-10-28
1438,88,1,1438,2025-02-17
1439,278,1,1439,2026-04-22
1440,4,3,1440,2025-05-09
1441,170,6,1441,2024-10-31
1442,387,4,1442,2025-03-17
1443,119,2,1443,2025-01-08
1444,61,3,1444,2025-05-07
1445,197,3,1445,2026-05-03
1446,217,5,1446,2025-12-29
1447,323,7,1447,2025-05-16
1448,218,2,1448,2025-12-04
1449,273,5,1449,2025-07-20
1450,139,4,1450,2025-01-21
1451,79,2,1451,2026-01-27
1452,277,2,1452,2026-04-28
1453,317,1,1453,2025-02-17
1454,184,4,1454,2026-03-09
1455,261,5,1455,2025-08-04
1456,42,7,1456,2025-02-20
1457,274,3,1457,2025-08-28
1458,126,5,1458,2024-11-29
1459,185,7,1459,2025-03-18
1460,119,2,1460,2024-10-22
1461,91,3,1461,2025-02-12
1462,271,3,1462,2025-12-17
1463,363,6,1463,2024-09-11
1464,330,5,1464,2025-06-17
1465,200,6,1465,2025-06-10
1466,338,7,1466,2026-02-18
1467,220,2,1467,2025-12-29
1468,254,4,1468,2025-02-24
1469,151,6,1469,2025-04-19
1470,265,7,1470,2026-08-25
1471,173,6,1471,2026-01-07
1472,40,5,1472,2026-07-21
1473,234,5,1473,2025-06-10
1474,240,3,1474,2026-07-28
1475,356,2,1475,2026-02-14
1476,288,7,1476,2024-09-21
1477,117,4,1477,2025-11-29
1478,62,3,1478,2025-03-07
1479,398,2,1479,2026-05-23
1480,294,7,1480,2025-03-29
1481,72,2,1481,2026-08-13
1482,206,8,1482,2024-10-01
1483,298,3,1483,2026-02-04
1484,79,7,1484,2026-08-21
1485,4,7,1485,2025-07-13
1486,155,1,1486,2024-12-25
1487,225,4,1487,2024-09-03
1488,263,5,1488,2026-07-07
1489,242,1,1489,2025-10-01
1490,297,1,1490,2024-12-15
1491,212,5,1491,2024-10-14
1492,323,1,1492,2026-02-13
1493,213,3,1493,2026-06-29
1494,338,6,1494,2026-04-02
1495,69,1,1495,2025-05-04
1496,136,5,1496,2025-06-03
1497,349,8,1497,2024-09-07
1498,337,3,1498,2025-07-03
1499,313,7,1499,2026-06-27
1500,69,5,1500,2024-10-14
1501,125,7,1501,2026-08-20
1502,207,8,1502,2026-05-12
1503,96,7,1503,2025-03-08
1504,177,7,1504,2026-05-18
1505,400,7,1505,2024-09-13
1506,89,1,1506,2026-02-18
1507,335,8,1507,2025-07-13
1508,277,7,1508,2026-06-22
1509,134,7,1509,2025-01-07
1510,270,7,1510,2026-04-09
1511,127,5,1511,2026-01-16
1512,247,6,1512,2024-09-27
1513,391,3,1513,2024-10-17
1514,1,5,1514,2026-01-19
1515,34,1,1515,2026-08-10
1516,337,3,1516,2026-03-06
1517,286,6,1517,2026-02-04
1518,128,2,1518,2025-05-10
1519,7,5,1519,2025-07-24
1520,42,1,1520,2026-07-30
1521,7,3,1521,2025-07-09
1522,176,7,1522,2025-01-14
1523,258,1,1523,2025-11-17
1524,348,2,1524,2026-05-07
1525,172,5,1525,2026-03-21
1526,308,8,1526,2026-07-27
1527,101,2,1527,2025-11-29
1528,68,7,1528,2025-03-04
1529,274,5,1529,2024-09-17
1530,22,7,1530,2024-09-05
1531,220,5,1531,2024-09-09
1532,174,3,1532,2026-08-07
1533,96,7,1533,2024-10-13
1534,303,3,1534,2024-10-15
1535,47,2,1535,2026-03-25
1536,27,6,1536,2026-08-18
1537,6,5,1537,2025-12-04
1538,33,6,1538,2026-01-30
1539,118,2,1539,2025-11-08
1540,32,6,1540,2025-01-11
1541,375,6,1541,2025-04-07
1542,64,4,1542,2025-03-19
1543,4,2,1543,2026-04-01
1544,112,4,1544,2025-01-26
1545,225,8,1545,2025-05-01
1546,353,1,1546,2024-11-06
1547,165,2,1547,2025-08-03
1548,389,7,1548,2026-06-03
1549,231,8,1549,2025-12-23
1550,18,7,1550,2025-10-17
1551,161,3,1551,2026-06-01
1552,363,5,1552,2024-10-25
1553,2,7,1553,2025-02-11
1554,183,7,1554,2025-05-27
1555,362,7,1555,2024-10-06
1556,132,7,1556,2024-12-13
1557,39,2,1557,2025-08-04
1558,358,3,1558,2025-01-19
1559,357,8,1559,2024-11-05
1560,197,2,1560,2025-03-24
1561,2,8,1561,2025-02-05
1562,4,2,1562,2025-02-11
1563,184,8,1563,2025-08-27
1564,198,8,1564,2025-08-12
1565,90,5,1565,2025-07-07
1566,104,4,1566,2026-02-24
1567,153,5,1567,2025-02-05
1568,109,5,1568,2026-07-17
1569,244,8,1569,2026-04-13
1570,108,6,1570,2025-10-04
1571,261,1,1571,2026-04-10
1572,368,5,1572,2025-06-04
1573,226,8,1573,2025-12-27
1574,104,1,1574,2026-01-26
1575,193,5,1575,2025-02-17
1576,94,4,1576,2026-07-05
1577,12,7,1577,2025-02-04
1578,320,1,1578,2025-02-03
1579,140,8,1579,2024-10-27
1580,40,1,1580,2025-12-08
1581,309,1,1581,2026-03-26
1582,106,1,1582,2025-02-07
1583,199,2,1583,2026-02-06
1584,4,7,1584,2025-10-03
1585,284,4,1585,2025-04-18
1586,229,1,1586,2026-01-12
1587,169,6,1587,2026-06-10
1588,276,4,1588,2024-12-17
1589,102,7,1589,2026-03-03
1590,299,8,1590,2025-12-06
1591,211,8,1591,2026-04-12
1592,12,2,1592,2025-11-17
1593,107,2,1593,2025-08-30
1594,202,4,1594,2026-08-29
1595,362,5,1595,2026-06-20
1596,378,6,1596,2024-11-10
1597,197,8,1597,2026-08-28
1598,250,5,1598,2026-05-18
1599,85,2,1599,2026-02-08
1600,51,4,1600,2025-07-05
1601,327,4,1601,2025-03-26
1602,331,7,1602,2026-08-26
1603,64,7,1603,2024-10-10
1604,17,3,1604,2025-01-10
1605,184,1,1605,2024-12-06
1606,109,4,1606,2025-08-25
1607,197,4,1607,2026-01-15
1608,299,3,1608,2026-06-17
1609,281,6,1609,2024-09-03
1610,120,2,1610,2025-05-17
1611,357,8,1611,2026-02-21
1612,226,8,1612,2026-06-29
1613,27,1,1613,2024-12-12
1614,281,2,1614,2026-03-16
1615,164,7,1615,2025-07-06
1616,370,2,1616,2025-09-17
1617,95,4,1617,2024-10-26
1618,210,8,1618,2024-10-08
1619,379,3,1619,2025-01-10
1620,301,3,1620,2025-03-08
1621,15,2,1621,2026-07-12
1622,60,4,1622,2025-02-10
1623,382,1,1623,2026-04-21
1624,125,5,1624,2026-07-10
1625,34,5,1625,2026-01-13
1626,214,7,1626,2025-07-05
1627,82,5,1627,2025-11-27
1628,383,4,1628,2025-02-05
1629,174,8,1629,2024-11-23
1630,290,8,1630,2026-04-28
1631,115,2,1631,2024-12-13
1632,315,7,1632,2026-01-07
1633,384,3,1633,2025-10-03
1634,300,5,1634,2024-09-12
1635,197,5,1635,2026-04-04
1636,282,4,1636,2025-04-12
1637,180,1,1637,2024-12-26
1638,141,2,1638,2025-06-16
1639,47,2,1639,2025-01-23
1640,309,1,1640,2025-05-11
1641,381,6,1641,2025-07-07
1642,303,2,1642,2025-03-30
1643,70,2,1643,2026-04-20
1644,336,2,1644,2025-06-24
1645,154,6,1645,2025-01-18
1646,284,2,1646,2024-10-09
1647,61,6,1647,2025-06-18
1648,211,7,1648,2026-07-10
1649,39,1,1649,2025-01-21
1650,184,7,1650,2025-10-05
1651,340,7,1651,2025-04-02
1652,390,6,1652,2025-01-11
1653,335,5,1653,2024-12-23
1654,134,1,1654,2026-08-19
1655,345,5,1655,2024-12-12
1656,257,2,1656,2025-01-03
1657,140,2,1657,2024-10-10
1658,397,6,1658,2025-03-18
1659,359,6,1659,2026-01-15
1660,277,1,1660,2024-11-14
1661,171,3,1661,2026-02-05
1662,388,6,1662,2026-01-23
1663,177,8,1663,2025-09-17
1664,267,7,1664,2024-09-16
1665,120,8,1665,2025-06-07
1666,301,1,1666,2025-01-22
1667,144,4,1667,2026-01-04
1668,93,6,1668,2024-09-10
1669,17,5,1669,2024-11-21
1670,189,8,1670,2024-11-02
1671,150,6,1671,2025-03-05
1672,144,1,1672,2025-01-22
1673,14,5,1673,2024-11-29
1674,3,7,1674,2025-04-15
1675,78,1,1675,2025-06-27
1676,251,8,1676,2024-11-26
1677,298,6,1677,2025-11-15
1678,33,6,1678,2025-08-29
1679,120,2,1679,2025-09-30
1680,344,8,1680,2026-01-24
1681,295,3,1681,2026-03-22
1682,245,8,1682,2024-09-25
1683,113,8,1683,2024-11-25
1684,126,3,1684,2025-05-08
1685,284,4,1685,2026-08-01
1686,342,1,1686,2025-10-03
1687,113,6,1687,2024-11-05
1688,161,7,1688,2026-05-22
1689,62,1,1689,2025-07-12
1690,119,6,1690,2026-08-21
1691,101,5,1691,2026-01-19
1692,333,3,1692,2024-12-05
1693,356,1,1693,2026-04-05
1694,26,5,1694,2026-01-29
1695,386,4,1695,2025-11-08
1696,190,7,1696,2025-06-14
1697,244,6,1697,2026-02-26
1698,179,7,1698,2025-09-30
1699,245,5,1699,2025-12-14
1700,250,8,1700,2026-03-17
1701,237,2,1701,2025-10-20
1702,365,4,1702,2026-07-12
1703,171,4,1703,2025-09-19
1704,123,4,1704,2026-04-16
1705,240,8,1705,2025-08-10
1706,218,7,1706,2026-03-16
1707,114,5,1707,2025-07-22
1708,370,1,1708,2026-06-17
1709,383,2,1709,2025-01-02
1710,43,3,1710,2024-11-14
1711,346,5,1711,2026-01-14
1712,180,7,1712,2025-10-18
1713,366,6,1713,2025-02-03
1714,46,2,1714,2025-05-23
1715,360,2,1715,2024-10-15
1716,368,4,1716,2026-07-18
1717,366,4,1717,2025-09-02
1718,47,5,1718,2025-09-29
1719,202,6,1719,2025-05-29
1720,343,3,1720,2025-06-25
1721,341,1,1721,2024-11-28
1722,336,4,1722,2025-09-26
1723,2,5,1723,2026-02-27
1724,279,3,1724,2026-06-02
1725,362,4,1725,2026-06-11
1726,71,7,1726,2026-02-15
1727,46,1,1727,2025-08-24
1728,72,7,1728,2026-05-14
1729,51,8,1729,2026-01-04
1730,270,6,1730,2024-09-26
1731,359,4,1731,2025-12-03
1732,124,6,1732,2026-04-03
1733,78,7,1733,2025-07-28
1734,163,1,1734,2024-11-14
1735,293,2,1735,2025-01-21
1736,21,1,1736,2026-06-30
1737,305,3,1737,2026-02-18
1738,64,2,1738,2025-02-01
1739,61,1,1739,2025-09-29
1740,70,5,1740,2025-02-24
1741,369,7,1741,2026-03-10
1742,170,2,1742,2025-06-15
1743,201,5,1743,2026-02-13
1744,269,8,1744,2024-09-05
1745,17,6,1745,2024-09-25
1746,5,1,1746,2025-12-13
1747,303,6,1747,2025-06-04
1748,180,2,1748,2025-08-29
1749,389,6,1749,2025-03-12
1750,27,6,1750,2026-01-21
1751,41,8,1751,2026-07-14
1752,56,7,1752,2025-12-11
1753,342,6,1753,2026-01-01
1754,270,2,1754,2026-02-06
1755,121,6,1755,2024-11-15
1756,285,1,1756,2025-07-13
1757,188,1,1757,2026-07-28
1758,311,2,1758,2024-12-22
1759,128,7,1759,2026-05-23
1760,300,8,1760,2026-01-09
