payment_id,payment_method,payment_status
1143,Wallet,Completed
1144,Credit Card,Completed
1145,Wallet,Completed
1146,Net Banking,Completed
1147,Credit Card,Completed
1148,Net Banking,Completed
1149,Credit Card,Completed
1150,UPI,Completed
1151,Net Banking,Completed
1152,Net Banking,Completed
1153,Credit Card,Completed
1154,Credit Card,Completed
1155,Credit Card,Completed
1156,UPI,Completed
1157,Net Banking,Completed
1158,Cash on Delivery,Completed
1159,Cash on Delivery,Completed
1160,Wallet,Completed
1161,Debit Card,Completed
1162,UPI,Completed
1163,Credit Card,Completed
1164,Debit Card,Completed
1165,Credit Card,Completed
1166,Wallet,Completed
1167,Cash on Delivery,Completed
1168,Debit Card,Completed
1169,Cash on Delivery,Completed
1170,Credit Card,Completed
1171,UPI,Completed
1172,UPI,Failed
1173,Credit Card,Completed
1174,Credit Card,Completed
1175,Cash on Delivery,Completed
1176,Debit Card,Completed
1177,Credit Card,Completed
1178,Wallet,Completed
1179,Cash on Delivery,Completed
1180,Credit Card,Completed
1181,Credit Card,Failed
1182,Wallet,Completed
1183,UPI,Completed
1184,Wallet,Refunded
1185,Credit Card,Completed
1186,Debit Card,Refunded
1187,Credit Card,Completed
1188,Debit Card,Completed
1189,Net Banking,Completed
1190,Cash on Delivery,Completed
1191,Debit Card,Completed
1192,Net Banking,Completed
1193,Wallet,Completed
1194,Cash on Delivery,Completed
1195,UPI,Completed
1196,Credit Card,Completed
1197,UPI,Failed
1198,Debit Card,Failed
1199,Debit Card,Completed
1200,UPI,Completed
1201,Net Banking,Completed
1202,Credit Card,Completed
1203,Net Banking,Completed
1204,Wallet,Completed
1205,Cash on Delivery,Completed
1206,Net Banking,Completed
1207,UPI,Completed
1208,Net Banking,Completed
1209,Debit Card,Completed
1210,Wallet,Failed
1211,Debit Card,Completed
1212,Credit Card,Completed
1213,Cash on Delivery,Completed
1214,Wallet,Completed
1215,Debit Card,Completed
1216,UPI,Completed
1217,Credit Card,Completed
1218,UPI,Completed
1219,Cash on Delivery,Completed
1220,UPI,Completed
1221,Cash on Delivery,Refunded
1222,Net Banking,Completed
1223,Net Banking,Completed
1224,Wallet,Refunded
1225,Net Banking,Completed
1226,Wallet,Completed
1227,UPI,Completed
1228,Cash on Delivery,Completed
1229,Credit Card,Failed
1230,Wallet,Completed
1231,Debit Card,Completed
1232,Credit Card,Completed
1233,UPI,Completed
1234,Credit Card,Completed
1235,Debit Card,Completed
1236,Wallet,Completed
1237,Credit Card,Completed
1238,Credit Card,Completed
1239,Cash on Delivery,Failed
1240,Net Banking,Completed
1241,Cash on Delivery,Completed
1242,Debit Card,Completed
1243,Net Banking,Completed
1244,Wallet,Completed
1245,Credit Card,Completed
1246,Cash on Delivery,Completed
1247,UPI,Completed
1248,Cash on Delivery,Completed
1249,Cash on Delivery,Refunded
1250,Net Banking,Completed
1251,Cash on Delivery,Completed
1252,UPI,Completed
1253,Credit Card,Completed
1254,Cash on Delivery,Completed
1255,Credit Card,Completed
1256,Wallet,Completed
1257,Net Banking,Completed
1258,Wallet,Completed
1259,Debit Card,Completed
1260,Net Banking,Completed
1261,Net Banking,Completed
1262,UPI,Completed
1263,Wallet,Completed
1264,Wallet,Completed
1265,Cash on Delivery,Completed
1266,UPI,Completed
1267,Net Banking,Completed
1268,UPI,Completed
1269,Net Banking,Completed
1270,Debit Card,Completed
1271,Wallet,Completed
1272,Credit Card,Completed
1273,Net Banking,Completed
1274,Net Banking,Completed
1275,Cash on Delivery,Completed
1276,Cash on Delivery,Completed
1277,Net Banking,Completed
1278,Debit Card,Failed
1279,Net Banking,Completed
1280,Net Banking,Completed
1281,Debit Card,Completed
1282,Debit Card,Completed
1283,Cash on Delivery,Completed
1284,UPI,Completed
1285,Cash on Delivery,Completed
1286,Cash on Delivery,Completed
1287,Net Banking,Completed
1288,Cash on Delivery,Completed
1289,UPI,Completed
1290,Net Banking,Completed
1291,Credit Card,Completed
1292,Cash on Delivery,Completed
1293,Cash on Delivery,Completed
1294,Debit Card,Completed
1295,Cash on Delivery,Completed
1296,Debit Card,Completed
1297,Credit Card,Completed
1298,Credit Card,Completed
1299,Wallet,Completed
1300,Net Banking,Completed
1301,Net Banking,Completed
1302,UPI,Refunded
1303,Debit Card,Completed
1304,Cash on Delivery,Completed
1305,Debit Card,Completed
1306,UPI,Completed
1307,Net Banking,Completed
1308,Cash on Delivery,Completed
1309,Cash on Delivery,Completed
1310,Net Banking,Completed
1311,Debit Card,Completed
1312,Cash on Delivery,Completed
1313,UPI,Completed
1314,UPI,Completed
1315,Debit Card,Completed
1316,Credit Card,Completed
1317,Debit Card,Completed
1318,Wallet,Completed
1319,Wallet,Completed
1320,UPI,Completed
1321,Cash on Delivery,Completed
1322,UPI,Completed
1323,Net Banking,Completed
1324,UPI,Completed
1325,Credit Card,Failed
1326,UPI,Completed
1327,Cash on Delivery,Completed
1328,Credit Card,Completed
1329,Credit Card,Completed
1330,Debit Card,Completed
1331,Wallet,Completed
1332,Credit Card,Completed
1333,UPI,Completed
1334,Debit Card,Failed
1335,Credit Card,Failed
1336,UPI,Completed
1337,Wallet,Completed
1338,Wallet,Completed
1339,Credit Card,Completed
1340,Wallet,Completed
1341,Debit Card,Completed
1342,UPI,Completed
1343,Debit Card,Completed
1344,Credit Card,Completed
1345,Net Banking,Completed
1346,Credit Card,Completed
1347,Net Banking,Completed
1348,Credit Card,Completed
1349,Net Banking,Failed
1350,Net Banking,Completed
1351,Wallet,Completed
1352,Cash on Delivery,Completed
1353,Credit Card,Completed
1354,Cash on Delivery,Completed
1355,Cash on Delivery,Completed
1356,Cash on Delivery,Completed
1357,Net Banking,Refunded
1358,Net Banking,Completed
1359,Wallet,Completed
1360,UPI,Completed
1361,Net Banking,Refunded
1362,Credit Card,Completed
1363,Wallet,Completed
1364,Debit Card,Completed
1365,Debit Card,Completed
1366,Net Banking,Completed
1367,Debit Card,Completed
1368,Cash on Delivery,Refunded
1369,Cash on Delivery,Completed
1370,Credit Card,Completed
1371,Wallet,Failed
1372,Net Banking,Completed
1373,Wallet,Completed
1374,Cash on Delivery,Completed
1375,UPI,Completed
1376,Debit Card,Completed
1377,UPI,Completed
1378,Credit Card,Completed
1379,UPI,Completed
1380,Cash on Delivery,Completed
1381,Cash on Delivery,Completed
1382,Debit Card,Completed
1383,Net Banking,Failed
1384,Net Banking,Completed
1385,Wallet,Completed
1386,Wallet,Completed
1387,Net Banking,Completed
1388,Credit Card,Completed
1389,UPI,Failed
1390,Net Banking,Completed
1391,Wallet,Completed
1392,Wallet,Completed
1393,Wallet,Completed
1394,Net Banking,Completed
1395,Cash on Delivery,Completed
1396,Cash on Delivery,Completed
1397,Wallet,Completed
1398,Cash on Delivery,Completed
1399,Cash on Delivery,Completed
1400,Debit Card,Completed
1401,Wallet,Completed
1402,Cash on Delivery,Completed
1403,Credit Card,Completed
1404,Wallet,Completed
1405,Credit Card,Completed
1406,Debit Card,Completed
1407,Net Banking,Completed
1408,Debit Card,Completed
1409,Wallet,Completed
1410,UPI,Completed
1411,UPI,Completed
1412,UPI,Completed
1413,Cash on Delivery,Completed
1414,Debit Card,Completed
1415,Net Banking,Completed
1416,UPI,Refunded
1417,UPI,Completed
1418,Net Banking,Completed
1419,Net Banking,Completed
1420,Net Banking,Refunded
1421,Net Banking,Completed
1422,Credit Card,Completed
1423,UPI,Completed
1424,Credit Card,Completed
1425,Debit Card,Failed
1426,Wallet,Failed
1427,Credit Card,Completed
1428,Net Banking,Refunded
1429,UPI,Completed
1430,Debit Card,Completed
1431,Credit Card,Completed
1432,UPI,Completed
1433,Credit Card,Completed
1434,Credit Card,Completed
1435,Cash on Delivery,Completed
1436,Cash on Delivery,Completed
1437,Credit Card,Completed
1438,Debit Card,Completed
1439,Debit Card,Completed
1440,UPI,Completed
1441,Credit Card,Failed
1442,Debit Card,Completed
1443,UPI,Completed
1444,Net Banking,Completed
1445,UPI,Completed
1446,UPI,Completed
1447,Net Banking,Completed
1448,Debit Card,Completed
1449,Debit Card,Refunded
1450,Credit Card,Completed
1451,Cash on Delivery,Completed
1452,Debit Card,Completed
1453,UPI,Completed
1454,Debit Card,Completed
1455,Cash on Delivery,Completed
1456,Cash on Delivery,Refunded
1457,Wallet,Completed
1458,UPI,Completed
1459,Debit Card,Completed
1460,Wallet,Completed
1461,UPI,Completed
1462,Net Banking,Completed
1463,Credit Card,Completed
1464,Wallet,Completed
1465,UPI,Failed
1466,UPI,Completed
1467,UPI,Failed
1468,UPI,Completed
1469,Net Banking,Completed
1470,UPI,Completed
1471,Wallet,Completed
1472,Net Banking,Completed
1473,Debit Card,Completed
1474,Net Banking,Completed
1475,UPI,Completed
1476,UPI,Completed
1477,UPI,Completed
1478,Wallet,Completed
1479,Credit Card,Completed
1480,UPI,Completed
1481,Net Banking,Completed
1482,Net Banking,Completed
1483,Cash on Delivery,Completed
1484,UPI,Completed
1485,Cash on Delivery,Completed
1486,UPI,Completed
1487,UPI,Completed
1488,Debit Card,Completed
1489,Wallet,Completed
1490,Net Banking,Completed
1491,Net Banking,Completed
1492,Wallet,Completed
1493,UPI,Completed
1494,Debit Card,Completed
1495,Cash on Delivery,Completed
1496,Debit Card,Completed
1497,Credit Card,Completed
1498,Debit Card,Completed
1499,Net Banking,Completed
1500,UPI,Completed
1501,UPI,Completed
1502,Cash on Delivery,Completed
1503,Debit Card,Completed
1504,Cash on Delivery,Completed
1505,UPI,Completed
1506,UPI,Completed
1507,Wallet,Completed
1508,UPI,Completed
1509,Cash on Delivery,Completed
1510,UPI,Completed
1511,UPI,Completed
1512,Net Banking,Completed
1513,Debit Card,Refunded
1514,Net Banking,Completed
1515,Net Banking,Completed
1516,Cash on Delivery,Completed
1517,Credit Card,Completed
1518,Net Banking,Completed
1519,UPI,Completed
1520,Debit Card,Refunded
1521,Wallet,Completed
1522,Debit Card,Refunded
1523,Net Banking,Completed
1524,Wallet,Completed
1525,UPI,Completed
1526,Credit Card,Completed
1527,Credit Card,Completed
1528,Debit Card,Completed
1529,Debit Card,Completed
1530,UPI,Completed
1531,Cash on Delivery,Completed
1532,Debit Card,Completed
1533,Credit Card,Completed
1534,UPI,Completed
1535,Credit Card,Completed
1536,Net Banking,Completed
1537,Wallet,Completed
1538,UPI,Completed
1539,Net Banking,Completed
1540,Debit Card,Completed
1541,Credit Card,Completed
1542,UPI,Completed
1543,Debit Card,Completed
1544,Wallet,Completed
1545,Cash on Delivery,Failed
1546,Net Banking,Completed
1547,UPI,Completed
1548,Wallet,Completed
1549,Debit Card,Completed
1550,Wallet,Completed
1551,Cash on Delivery,Refunded
1552,Debit Card,Completed
1553,Credit Card,Completed
1554,Net Banking,Completed
1555,Cash on Delivery,Completed
1556,Debit Card,Completed
1557,Cash on Delivery,Completed
1558,Debit Card,Completed
1559,Cash on Delivery,Completed
1560,Wallet,Refunded
1561,Debit Card,Completed
1562,Wallet,Completed
1563,Credit Card,Completed
1564,Cash on Delivery,Completed
1565,UPI,Completed
1566,Net Banking,Completed
1567,Debit Card,Completed
1568,Cash on Delivery,Completed
1569,Net Banking,Completed
1570,Cash on Delivery,Completed
1571,UPI,Completed
1572,Debit Card,Completed
1573,UPI,Completed
1574,Cash on Delivery,Completed
1575,Net Banking,Completed
1576,Wallet,Completed
1577,Debit Card,Completed
1578,Debit Card,Completed
1579,Wallet,Completed
1580,Wallet,Completed
1581,Cash on Delivery,Completed
1582,Credit Card,Completed
1583,Debit Card,Completed
1584,Wallet,Completed
1585,UPI,Failed
1586,Net Banking,Completed
1587,Credit Card,Completed
1588,Credit Card,Completed
1589,Net Banking,Completed
1590,Cash on Delivery,Completed
1591,UPI,Completed
1592,Debit Card,Failed
1593,Cash on Delivery,Completed
1594,Credit Card,Completed
1595,Debit Card,Completed
1596,Cash on Delivery,Completed
1597,UPI,Completed
1598,Credit Card,Completed
1599,Wallet,Completed
1600,UPI,Completed
1601,Credit Card,Completed
1602,Debit Card,Completed
1603,Credit Card,Completed
1604,Debit Card,Completed
1605,Net Banking,Completed
1606,Credit Card,Completed
1607,Debit Card,Completed
1608,Debit Card,Completed
1609,Debit Card,Completed
1610,UPI,Completed
1611,Cash on Delivery,Completed
1612,Net Banking,Completed
1613,Wallet,Completed
1614,Net Banking,Completed
1615,Debit Card,Completed
1616,UPI,Completed
1617,Debit Card,Failed
1618,Credit Card,Completed
1619,Debit Card,Completed
1620,Wallet,Completed
1621,Wallet,Completed
1622,Debit Card,Completed
1623,UPI,Completed
1624,Cash on Delivery,Refunded
1625,Net Banking,Completed
1626,Credit Card,Completed
1627,UPI,Completed
1628,UPI,Completed
1629,Debit Card,Completed
1630,Wallet,Completed
1631,Net Banking,Completed
1632,Cash on Delivery,Completed
1633,Wallet,Completed
1634,Debit Card,Completed
1635,Net Banking,Refunded
1636,UPI,Completed
1637,Net Banking,Completed
1638,Credit Card,Completed
1639,Cash on Delivery,Failed
1640,UPI,Refunded
1641,Cash on Delivery,Completed
1642,Cash on Delivery,Completed
1643,Wallet,Completed
1644,Credit Card,Completed
1645,Net Banking,Completed
1646,Wallet,Completed
1647,Credit Card,Completed
1648,Debit Card,Completed
1649,Wallet,Completed
1650,Cash on Delivery,Completed
1651,UPI,Completed
1652,Net Banking,Completed
1653,Debit Card,Completed
1654,Cash on Delivery,Completed
1655,Net Banking,Completed
1656,UPI,Refunded
1657,Wallet,Completed
1658,UPI,Completed
1659,Cash on Delivery,Completed
1660,Credit Card,Completed
1661,Credit Card,Completed
1662,Cash on Delivery,Completed
1663,Cash on Delivery,Refunded
1664,Net Banking,Completed
1665,UPI,Failed
1666,UPI,Completed
1667,Wallet,Completed
1668,Cash on Delivery,Refunded
1669,Net Banking,Completed
1670,Debit Card,Completed
1671,Debit Card,Completed
1672,Cash on Delivery,Completed
1673,Net Banking,Completed
1674,Debit Card,Completed
1675,Credit Card,Completed
1676,Cash on Delivery,Completed
1677,Credit Card,Completed
1678,Cash on Delivery,Completed
1679,Wallet,Completed
1680,Net Banking,Completed
1681,Credit Card,Completed
1682,Net Banking,Failed
1683,Credit Card,Completed
1684,Wallet,Completed
1685,Net Banking,Completed
1686,UPI,Completed
1687,Debit Card,Refunded
1688,Net Banking,Completed
1689,Net Banking,Completed
1690,Credit Card,Completed
1691,Net Banking,Completed
1692,UPI,Completed
1693,Wallet,Completed
1694,UPI,Completed
1695,Net Banking,Completed
1696,Cash on Delivery,Completed
1697,Wallet,Completed
1698,Cash on Delivery,Completed
1699,UPI,Failed
1700,UPI,Completed
1701,Cash on Delivery,Failed
1702,Debit Card,Completed
1703,Debit Card,Completed
1704,Wallet,Completed
1705,Cash on Delivery,Completed
1706,Net Banking,Completed
1707,Credit Card,Completed
1708,Net Banking,Completed
1709,Cash on Delivery,Completed
1710,Credit Card,Completed
1711,Debit Card,Completed
1712,Net Banking,Completed
1713,Debit Card,Completed
1714,Debit Card,Completed
1715,Credit Card,Completed
1716,UPI,Failed
1717,Net Banking,Completed
1718,Debit Card,Completed
1719,Cash on Delivery,Failed
1720,Credit Card,Completed
1721,UPI,Completed
1722,Cash on Delivery,Completed
1723,Credit Card,Completed
1724,Wallet,Completed
1725,Net Banking,Completed
1726,Credit Card,Completed
1727,Wallet,Completed
1728,Debit Card,Failed
1729,Net Banking,Completed
1730,Credit Card,Completed
1731,Wallet,Completed
1732,Cash on Delivery,Completed
1733,Cash on Delivery,Completed
1734,Wallet,Completed
1735,Cash on Delivery,Completed
1736,UPI,Completed
1737,Net Banking,Completed
1738,UPI,Completed
1739,Debit Card,Completed
1740,Net Banking,Completed
1741,Net Banking,Completed
1742,Net Banking,Completed
1743,UPI,Completed
1744,Cash on Delivery,Completed
1745,Wallet,Completed
1746,Debit Card,Completed
1747,Wallet,Completed
1748,Credit Card,Completed
1749,Credit Card,Completed
1750,Debit Card,Completed
1751,UPI,Completed
1752,Debit Card,Completed
1753,UPI,Completed
1754,Wallet,Completed
1755,Net Banking,Failed
1756,Cash on Delivery,Completed
1757,Debit Card,Refunded
1758,Wallet,Completed
1759,UPI,Completed
1760,Credit Card,Completed
1761,Wallet,Completed
1762,Credit Card,Completed
1763,Wallet,Completed
1764,Wallet,Completed
1765,Cash on Delivery,Completed
1766,Debit Card,Completed
1767,Credit Card,Completed
1768,Debit Card,Completed
1769,Net Banking,Completed
1770,Credit Card,Completed
1771,Net Banking,Completed
1772,Debit Card,Completed
1773,Cash on Delivery,Completed
1774,Cash on Delivery,Refunded
1775,Net Banking,Completed
1776,Cash on Delivery,Completed
1777,Cash on Delivery,Completed
1778,Debit Card,Completed
1779,Wallet,Completed
1780,Net Banking,Completed
1781,Wallet,Completed
1782,Wallet,Refunded
1783,UPI,Completed
1784,Cash on Delivery,Completed
1785,Wallet,Completed
1786,Debit Card,Completed
1787,Cash on Delivery,Completed
1788,Debit Card,Completed
1789,Debit Card,Completed
1790,Cash on Delivery,Completed
1791,Wallet,Completed
1792,Cash on Delivery,Completed
1793,Debit Card,Completed
1794,Net Banking,Completed
1795,Debit Card,Completed
1796,Net Banking,Completed
1797,Wallet,Completed
1798,Cash on Delivery,Completed
1799,Debit Card,Completed
1800,Wallet,Completed
1801,UPI,Refunded
1802,Wallet,Completed
1803,Wallet,Completed
1804,Debit Card,Completed
1805,Credit Card,Completed
1806,Wallet,Completed
1807,Debit Card,Completed
1808,Cash on Delivery,Completed
1809,Net Banking,Completed
1810,UPI,Completed
1811,Net Banking,Completed
1812,UPI,Completed
1813,Wallet,Completed
1814,Cash on Delivery,Completed
1815,Net Banking,Completed
1816,Net Banking,Failed
1817,Net Banking,Completed
1818,Debit Card,Completed
1819,Wallet,Completed
1820,Debit Card,Completed
1821,UPI,Completed
1822,Net Banking,Completed
1823,Credit Card,Completed
1824,Net Banking,Completed
1825,Credit Card,Completed
1826,Wallet,Completed
1827,Wallet,Completed
1828,UPI,Failed
1829,Wallet,Completed
1830,Net Banking,Completed
1831,Net Banking,Failed
1832,Cash on Delivery,Completed
1833,Credit Card,Completed
1834,Debit Card,Completed
1835,UPI,Completed
1836,Cash on Delivery,Completed
1837,Credit Card,Completed
1838,Debit Card,Completed
1839,Debit Card,Refunded
1840,UPI,Completed
1841,Net Banking,Completed
1842,Net Banking,Completed
1843,Debit Card,Completed
1844,Wallet,Completed
1845,Net Banking,Refunded
1846,Cash on Delivery,Completed
1847,Wallet,Completed
1848,Wallet,Completed
1849,Wallet,Completed
1850,Credit Card,Completed
1851,Wallet,Completed
1852,UPI,Completed
1853,Debit Card,Completed
1854,Net Banking,Completed
1855,Debit Card,Refunded
1856,Net Banking,Completed
1857,Cash on Delivery,Completed
1858,Cash on Delivery,Completed
1859,Debit Card,Completed
1860,Debit Card,Completed
1861,Wallet,Completed
1862,Net Banking,Completed
1863,Wallet,Completed
1864,Wallet,Completed
1865,Credit Card,Failed
1866,Cash on Delivery,Refunded
1867,Wallet,Completed
1868,Credit Card,Completed
1869,Debit Card,Completed
1870,Credit Card,Completed
1871,Wallet,Completed
1872,Credit Card,Completed
1873,Wallet,Completed
1874,Cash on Delivery,Completed
1875,Wallet,Completed
1876,Debit Card,Completed
1877,UPI,Completed
1878,Credit Card,Completed
1879,Debit Card,Completed
1880,Net Banking,Completed
1881,UPI,Completed
1882,Debit Card,Completed
1883,Credit Card,Completed
1884,UPI,Completed
1885,Credit Card,Completed
1886,UPI,Completed
1887,Wallet,Completed
1888,Wallet,Completed
1889,Credit Card,Completed
1890,Debit Card,Failed
1891,UPI,Completed
1892,Credit Card,Completed
1893,Credit Card,Completed
1894,Cash on Delivery,Completed
1895,Net Banking,Completed
1896,UPI,Completed
1897,Debit Card,Completed
1898,Credit Card,Completed
1899,Wallet,Completed
1900,UPI,Completed
1901,Debit Card,Completed
1902,Net Banking,Completed
1903,Cash on Delivery,Completed
1904,Cash on Delivery,Completed
1905,Credit Card,Completed
1906,UPI,Completed
1907,Net Banking,Refunded
1908,Debit Card,Completed
1909,Credit Card,Completed
1910,Debit Card,Completed
1911,Wallet,Completed
1912,Net Banking,Completed
1913,UPI,Failed
1914,Wallet,Completed
1915,UPI,Completed
1916,Credit Card,Completed
1917,Credit Card,Completed
1918,Credit Card,Completed
1919,Debit Card,Completed
1920,Net Banking,Completed
1921,Wallet,Completed
1922,UPI,Completed
1923,Net Banking,Completed
1924,Net Banking,Completed
1925,Cash on Delivery,Completed
1926,Wallet,Completed
1927,Wallet,Completed
1928,Credit Card,Completed
1929,Debit Card,Completed
1930,Credit Card,Completed
1931,Cash on Delivery,Completed
1932,Cash on Delivery,Completed
1933,Credit Card,Completed
1934,Net Banking,Completed
1935,Net Banking,Completed
1936,Debit Card,Completed
1937,Debit Card,Completed
1938,Wallet,Completed
1939,UPI,Completed
1940,Cash on Delivery,Completed
1941,Credit Card,Completed
1942,UPI,Completed
1943,Cash on Delivery,Completed
1944,Debit Card,Completed
1945,UPI,Completed
1946,Net Banking,Completed
1947,Credit Card,Completed
1948,Debit Card,Completed
1949,Wallet,Completed
1950,Credit Card,Completed
1951,Debit Card,Completed
1952,Wallet,Completed
1953,Net Banking,Completed
1954,Cash on Delivery,Completed
1955,Debit Card,Failed
1956,Net Banking,Refunded
1957,Wallet,Completed
1958,Credit Card,Completed
1959,Net Banking,Completed
1960,Wallet,Completed
1961,UPI,Completed
1962,Debit Card,Completed
1963,Wallet,Completed
1964,Credit Card,Completed
1965,Net Banking,Completed
1966,Credit Card,Completed
1967,UPI,Completed
1968,Wallet,Completed
1969,Cash on Delivery,Completed
1970,Credit Card,Completed
1971,Debit Card,Completed
1972,Cash on Delivery,Completed
1973,Credit Card,Completed
1974,Cash on Delivery,Completed
1975,UPI,Completed
1976,Credit Card,Refunded
1977,Cash on Delivery,Completed
1978,Debit Card,Completed
1979,Net Banking,Completed
1980,UPI,Completed
1981,Cash on Delivery,Completed
1982,UPI,Completed
1983,Debit Card,Completed
1984,Credit Card,Completed
1985,Net Banking,Completed
1986,Debit Card,Completed
1987,Debit Card,Completed
1988,Cash on Delivery,Completed
1989,Debit Card,Completed
1990,Cash on Delivery,Completed
1991,Credit Card,Completed
1992,Cash on Delivery,Completed
1993,UPI,Completed
1994,Net Banking,Completed
1995,Debit Card,Completed
1996,Cash on Delivery,Completed
1997,Cash on Delivery,Refunded
1998,Wallet,Completed
1999,Credit Card,Completed
2000,Net Banking,Completed
